,song,artist,text
291,Watch Me,Silento,"""Watch Me"" by Silento:
    [Intro]
    Whip, nae nae
    Whip, whip, nae nae
    Whip, nae nae
    Whip, whip, nae nae
    You already know who it ..."
292,Roses,The Chainsmokers Featuring Rozes,"""The Chainsmokers - Roses | G-Eazy - Calm Down (Mashup) (Matt Rapta Remix) #MattRapMonday"" by Matt rapta:
    [Verse 1.]
    
    Small minded people go to disengage
    I'm trying to get this paper in a major way
    Who my r..."
293,Fix,Chris Lane,"""Fix"" by Chris Lane:
    [Verse 1]
    Hey girl, you know what you been missing?
    Me, me, yeah
    Hey girl, whoever you been kissing
    ..."
294,Body,Dreezy Featuring Jeremih,"""Body"" by Dreezy:
    [Chorus: Dreezy]
    Yo body on my body, baby
    I'm about to catch a body in here, baby
    I love the way you..."
295,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,"""Light It Up (Remix)"" by Major Lazer:
    [Intro: Major Lazer]
    Danger them is, while some call them ""Major Lazer""
    
    [Verse 1: Nyla]
    Stand up li..."
296,Ex's & Oh's,Elle King,"""Ex’s & Oh’s"" by Elle King:
    [Verse 1]
    Well, I had me a boy, turned him into a man
    I showed him all the things that he didn't und..."
297,Stitches,Shawn Mendes,"""Stitches"" by Shawn Mendes:
    [Music Video]
    
    [Verse 1]
    I thought that I've been hurt before
    But no one's ever left me quite this s..."
298,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,"""Chance The Rapper (feat. 2 Chainz & Lil Wayne) - No Problem - (Tradução)"" by Genius Brasil Traduções:
    [Intro: Ha Ha Davis]
    You don't want zero problems, big fella!
    Yep!
    
    [Refrain: Chance The Rapper]
    If ..."
299,Hymn For The Weekend,Coldplay,"""Hymn for the Weekend"" by Coldplay:
    [Intro: Beyoncé]
    And said drink from me, drink from me
    (Oh-ah-oh-ah)
    That we shoot across the sky
    Sy..."
300,White Iverson,Post Malone,"""White Iverson"" by Post Malone:
    [Intro]
    Double OT
    I'm a new three
    
    [Chorus]
    Saucin', saucin', I'm saucin' on you
    I'm swaggin', I'm s..."
301,Wildest Dreams,Taylor Swift,"""Wildest Dreams"" by Taylor Swift:
    [Verse 1]
    He said, ""Let's get out of this town
    Drive out of this city, away from the crowds""
    I thoug..."
302,Grammys,Drake Featuring Future,"""Grammys"" by Drake:
    [Intro: Drake]
    Yeah, yeah
    Yeah, yeah
    Jheeze, yeah
    Right, look, look
    
    [Verse 1: Drake]
    Tell me how yo..."
303,Perfect,One Direction,"""Perfect"" by One Direction:
    [Verse 1: Louis]
    I might never be your knight in shining armor
    I might never be the one you take hom..."
304,Hide Away,Daya,"""Hide Away"" by Daya:
    [Verse 1]
    Boys seem to like the girls who laugh at anything
    The ones who get undressed before the se..."
305,Hype,Drake,"""Hype"" by Drake:
    [Intro: Baka]
    Man don't live of a di hype huh?
    Real ting ay
    
    [Verse 1: Drake]
    Yeah, I pull up in Lex..."
306,What Do You Mean?,Justin Bieber,"""What Do You Mean?"" by Justin Bieber:
    [Intro]
    
    [Chorus]
    What do you mean? Oh, oh
    When you nod your head yes, but you wanna say no
    What do ..."
307,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,"""I Know What You Did Last Summer"" by Shawn Mendes & Camila Cabello:
    [Intro: Both]
    Ah-ha, hey-hey
    Ah-ha, ah-ha
    Ah-ha, hey-hey
    Ah-ha, ah-ha
    
    [Verse 1: Camila Cabello]
    He ..."
308,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner","""Champions"" by Kanye West:
    [Verse 1: Quavo]
    (Quavo!)
    Lifestyle on camera
    Hundred thousand dollar chandelier
    They tried to turn ..."
309,When We Were Young,Adele,"""When We Were Young"" by Adele:
    [Verse 1]
    Everybody loves the things you do
    From the way you talk to the way you move
    Everybody here..."
310,On My Mind,Ellie Goulding,"""On My Mind"" by Ellie Goulding:
    [Intro]
    Oh, oh
    Uh-oh-oh-oh
    Eh
    
    [Verse 1]
    It's a little blurry how the whole thing started
    I don't ev..."
311,Break Up In A Small Town,Sam Hunt,"""Break Up in a Small Town"" by Sam Hunt:
    [Spoken Verse 1]
    I knew I'd see her around
    I'd be at some party, she'd show up and I'd be walking ou..."
312,Irresistible,Fall Out Boy,"""Irresistible"" by Fall Out Boy:
    [Verse 1]
    Coming in unannounced, drag my nails on the tile
    I just follow your scent, you can just fo..."
313,Say It,Tory Lanez,"""Say It"" by Tory Lanez:
    [Produced by Andrew ""Pop"" Wansel]
    
    [Intro]
    Just keepin' it honest
    You wouldn't want a young nigga if..."
314,Good To Be Alive (Hallelujah),Andy Grammer,"""Good to Be Alive (Hallelujah)"" by Andy Grammer:
    [Intro]
    Uh-huh (Uh-huh, ooh)
    Uh-huh (Alright, alright)
    Uh-huh
    
    [Verse 1]
    I've been grinding so long,..."
315,Stay A Little Longer,Brothers Osborne,"""Stay A Little Longer"" by Brothers Osborne:
    [Verse 1]
    Something like a strong wind is coming over me
    Has got a hold of me, yeah
    Thinking and doi..."
316,Backroad Song,Granger Smith,"""Backroad Song"" by Granger Smith:
    Barbed wire fence carving out a hillside
    Cutting holes in the midday sun
    Like a postcard framed in a..."
317,Hands To Myself,Selena Gomez,"""Hands to Myself"" by Selena Gomez:
    [Verse 1]
    Can't keep my hands to myself
    No matter how hard I'm trying to
    I want you all to myself
    Yo..."
318,Where Are U Now,Skrillex & Diplo With Justin Bieber,"""32nd VMA 2015 Nominees"" by MTV:
    All winners are in bold as each award is announced
    
    VIDEO OF THE YEAR
    Beyoncé – “7/11”
    Ed Sheeran – ..."
319,See You Again,Wiz Khalifa Featuring Charlie Puth,"""See You Again (Lyrics)"" by Wiz Khalifa feat. Charlie Puth:
    [Charlie Puth]
    It's been a long day without you, my friend
    And I'll tell you all about it when I see..."
320,Heartbeat,Carrie Underwood,"""Heartbeat"" by Carrie Underwood:
    [Verse 1]
    I love it when we're at a party in a downtown crowd, oh
    But I can't hear you call me baby ..."
321,Lean On,Major Lazer & DJ Snake Featuring MO,"""Lean On (NGHTMRE Remix)"" by Major Lazer & DJ Snake:
    [Verse 1: MØ]
    Do you recall, not long ago
    We would walk on the sidewalk?
    Innocent, remember?
    All we ..."
322,Back Up,DeJ Loaf Featuring Big Sean,"""Back Up"" by DeJ Loaf:
    [Intro: DeJ Loaf]
    Back up off me, back up off me
    Back up off me, back up off me
    
    [Verse 1: DeJ Loaf]..."
323,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz","""Downtown"" by Macklemore & Ryan Lewis:
    [Verse 1: Macklemore]
    I went to the moped store, said ""Fuck it""
    And salesman's like ""What up, what's..."
324,Big Rings,Drake & Future,"""Big Rings"" by Drake & Future:
    [Intro: Drake]
    Yeah, I know we just signed a deal but
    I need my advance on the next one too
    They kno..."
325,Again,Fetty Wap,"""Again"" by Fetty Wap:
    [Intro]
    Yeah, baby
    Ayy
    
    [Chorus]
    I want you to be mine again, baby, ayy
    I know my lifestyle is drivi..."
326,Come Get Her,Rae Sremmurd,"""Come Get Her"" by Rae Sremmurd:
    [Intro: Swae Lee]
    Trippin'
    Mike WiLL Made-It
    Somebody come to the floor, it feels like we've met bef..."
327,One Call Away,Charlie Puth,"""One Call Away"" by Charlie Puth:
    [Chorus]
    I'm only one call away
    I'll be there to save the day
    Superman got nothing on me
    I'm only on..."
328,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,"""$ave Dat Money"" by Lil Dicky:
    [Intro: Lil Dicky & Fetty Wap]
    LD, AKA The Independent Variable
    Trap God, and we servin' out the hal..."
329,I Love This Life,LOCASH,"""I Love This Life"" by LOCASH:
    [Verse 1]
    I love my boots broke in, I love my camo hat
    Don’t mind a little paint on my jeans, yeah I..."
330,Beautiful Drug,Zac Brown Band,"""Beautiful Drug"" by Zac Brown Band:
    [Verse 1]
    I got a death wish
    Her looks can kill
    She’s got a red dress
    Lipstick and heels
    Pull me in
    ..."
331,New Americana,Halsey,"""New Americana"" by Halsey:
    [Music Video Prologue]
    
    [Verse 1]
    Cigarettes and tiny liquor bottles
    Just what you’d expect inside h..."
332,Exchange,Bryson Tiller,"""Exchange"" by Bryson Tiller:
    [Produced by The Mekanics]
    
    [Verse 1]
    This what happen when I think 'bout you
    I get in my feelings, ..."
333,Focus,Ariana Grande,"""Focus"" by Ariana Grande:
    [Verse 1]
    Hey
    I know what I came to do
    And that ain't gonna change
    So go ahead and talk your talk
    'C..."
334,I Got The Boy,Jana Kramer,"""I Got the Boy"" by Jana Kramer:
    [Verse 1]
    I saw your picture in a paper
    Honeymoon in Jamaica, she's a lucky girl
    You look so grown u..."
335,Watch Out,2 Chainz,"""Watch Out"" by 2 Chainz:
    [Intro]
    Yo, okay
    All my niggas with me
    All my niggas with it
    All my niggas ballin'
    All my niggas ath..."
336,Stand By You,Rachel Platten,"""Stand By You"" by Rachel Platten:
    [Intro]
    Even if we can't find heaven (heaven, heaven, heaven, heaven, heaven)
    
    [Verse 1]
    Hands, put ..."
337,Right Hand,Drake,"""Right Hand"" by Drake:
    [Hook]
    You my right hand, you my go to
    Told me everything about you
    That's a bold move
    I know that y..."
338,Gonna,Blake Shelton,"""Gonna"" by Blake Shelton:
    [Verse 1]
    I'm gonna take you for a date
    Take you for a ride
    Gonna get you over there on the passenge..."
339,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,"""Home Alone Tonight"" by Luke Bryan:
    [Verse 1: Luke Bryan & Karen Fairchild]
    What you doing in this place?
    Well, I could probably ask you..."
340,Locked Away,R. City Featuring Adam Levine,"""Locked Away"" by R. City:
    [Produced by Cirkut & Dr. Luke]
    
    [Chorus: Adam Levine]
    If I got locked away
    And we lost it all today..."
341,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,"""WTF (Where They From)"" by Missy Elliott:
    [Produced by Pharrell]
    
    [Intro]
    
    [Hook: Missy Elliott]
    Shorty what?
    The dance that you doing is dumb..."
342,Sugar,Robin Schulz Featuring Francesco Yates,"""Sugar"" by Robin Schulz:
    [Intro]
    Ooh, ooh, ooh
    Oh, baby!
    Ooh, ooh, hey
    
    [Verse 1]
    Ah, she got cherry lips, angel eyes
    She kno..."
343,Down In The DM,Yo Gotti Featuring Nicki Minaj,"""Down In the DM (Remix)"" by Yo Gotti:
    [Intro: Yo Gotti]
    If she respond to this DM, boy you fucked up
    She took your pictures off her 'Gram,..."
344,Dessert,Dawin,"""Dessert"" by Dawin:
    [Intro: Dawin (Silentó)]
    I said D-A-W-I-N
    (Silentó)
    
    [Pre-Hook 1: Silentó]
    They can imitate you
    The ..."
345,Do It Like Me,DLOW,"""Do It Like Me"" by DLOW:
    This ya boy, Dlow (turn up)
    Bop King (turn up)
    And I'ma bout to give up something new for y'all (tur..."
346,Out Of The Woods,Taylor Swift,"""Out Of The Woods"" by Taylor Swift:
    [Verse 1]
    Looking at it now
    It all seems so simple
    We were lying on your couch
    I remember
    You took a..."
347,Top Of The World,Tim McGraw,"""Top of the World"" by Tim McGraw:
    [Verse 1]
    We could have a little double wide planted in an empty field
    We could have a big old white..."
348,Get Ugly,Jason Derulo,"""Get Ugly"" by Jason Derulo:
    [Produced by Wallpaper]
    
    [Intro]
    Girl, ladies, let your hurr down (ooh, yeah)
    Let your hurr down
    We'..."
349,Adventure Of A Lifetime,Coldplay,"""Adventure of a Lifetime"" by Coldplay:
    [Produced by StarGate & Coldplay]
    
    [Intro]
    [Indecipherable]
    
    [Verse 1]
    Turn your magic on
    Umi she'd ..."
350,Hollow,Tori Kelly,"""Hollow"" by Tori Kelly:
    [Click here to read Tori's account of the making of ""Hollow""]
    
    [Verse 1]
    I don't wanna be the last m..."
351,Break On Me.,Keith Urban,"""Break on Me"" by Keith Urban:
    [Verse 1]
    There'll be days your heart don't wanna beat
    You pray more than you breathe
    And you just w..."
352,Where Ya At,Future Featuring Drake,"""Where Ya At"" by Future:
    [Intro: Future]
    I don't wanna hear at that, I don't wanna hear none of that
    Talkin' to cameras like ..."
353,I'll Show You,Justin Bieber,"""I’ll Show You"" by Justin Bieber:
    [Verse 1]
    My life is a movie and everyone's watching
    So let's get to the good part and past all the ..."
354,No Role Modelz,J. Cole,"""No Role Modelz"" by J. Cole:
    [Produced by Phonix Beats and J. Cole]
    
    [Verse]
    First things first: rest in peace Uncle Phil
    For rea..."
355,Best Friend,Young Thug,"""Best Friend"" by Young Thug:
    [Intro]
    Ricky Racks, I see you!
    Thugger!
    YSL for life, bitch
    Yeah fuck you, your momma and everythin..."
356,Sorry Not Sorry,Bryson Tiller,"""Sorry Not Sorry"" by Bryson Tiller:
    [Intro]
    Fight!
    Hey
    Goddamn... I'm winnin'
    Goddamn! I'm winnin', I'm winnin'
    God
    Got money, now you d..."
357,Back To Sleep,Chris Brown,"""Back to Sleep"" by Chris Brown:
    [Verse 1]
    I know it's late, I know it's late
    And baby I can't focus, focus
    I just flew in, in town t..."
358,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,"""Play No Games (Big Sean, Chris Brown, Ty Dolla $ign Remix)"" by Alan Z:
    Chorus:
    I ain't like them other singers
    I ain't bout to play no games with you
    You know what your pr..."
359,2 Phones,Kevin Gates,"""2 Phones"" by Kevin Gates:
    [Intro]
    Hello? What the deal? Bet
    
    [Hook]
    I got two phones, one for the plug and one for the load
    I ..."
360,Dibs,Kelsea Ballerini,"""Dibs"" by Kelsea Ballerini:
    [Verse 1]
    I know everybody wants you
    That ain't no secret
    Hey baby, what's your status?
    And tell me ..."
361,Tennessee Whiskey,Chris Stapleton,"""Tennessee Whiskey"" by Chris Stapleton:
    [Verse 1]
    Used to spend my nights out in a barroom
    Liquor was the only love I'd known
    But you rescue..."
362,Gonna Know We Were Here,Jason Aldean,"""Gonna Know We Were Here"" by Jason Aldean:
    [Verse 1]
    You got the gas
    I got the matches
    We gonna turn this town to ashes
    Cause they ain't never ..."
363,The Fix,Nelly Featuring Jeremih,"""The Fix"" by Nelly:
    [Intro]
    Yeah, Mustard on the beat ho
    
    [Verse 1: Nelly]
    Shawty hit me on the late night
    Got a man, go..."
364,Lay It All On Me,Rudimental Featuring Ed Sheeran,"""Lay It All On Me (Rudimental VIP Mix)"" by Rudimental:
    [Verse 1: Big Sean]
    Look
    Okay, I got it
    When that weight's on you, I'm gon' spot it
    You need to talk..."
365,Used To Love You,Gwen Stefani,"""Used to Love You"" by Gwen Stefani:
    [Written by Julia Michaels, Justin Tranter, Gwen Stefani, and J.R. Rotem]
    
    [Verse 1]
    Never thought t..."
366,Want To Want Me,Jason Derulo,"""Want to Want Me"" by Jason Derulo:
    [Intro]
    Derulo
    
    [Verse 1]
    It's too hard to sleep
    I got the sheets on the floor, nothing on me
    And I ..."
367,Confession,Florida Georgia Line,"""Confession"" by Florida Georgia Line:
    [Verse 1]
    Rusty barbed wire lines these fields
    Gravel dust behind the wheels
    Drifting like my mind i..."
368,RGF Island,Fetty Wap,"""RGF Island"" by Fetty Wap:
    [Intro]
    Ayy, yeah, baby
    Mmm, uh, uh
    
    [Chorus]
    My niggas stack their money just to spend it
    'Cause wh..."
369,Flex (Ooh Ooh Ooh),Rich Homie Quan,"""Flex (Ooh, Ooh, Ooh)"" by Rich Homie Quan:
    [Produced by DJ Spinz & Nitti]
    
    [Intro]
    Hey, oh, there it is, there it is, there it is
    There it is, ..."
370,This Summer's Gonna Hurt...,Maroon 5,"""This Summer’s Gonna Hurt Like a Motherfucker"" by Maroon 5:
    [Chorus]
    This summer's gonna hurt like a motherfucker, fucker
    This summer's gonna hurt like a mother..."
371,Cheerleader,OMI,"""Cheerleader"" by OMI:
    Kid Ink, egh
    I think I found a genie in a bottle baby, with a bottle shape
    And she don't have no pro..."
372,Photograph,Ed Sheeran,"""Photograph"" by Ed Sheeran:
    [Verse 1]
    Loving can hurt, loving can hurt sometimes
    But it's the only thing that I know
    When it get..."
373,Mr. Misunderstood,Eric Church,"""Mr. Misunderstood"" by Eric Church:
    [Verse 1]
    Hey there, weird kid in your high-top shoes
    Sitting in the back of the class; I was just l..."
374,Smoke Break,Carrie Underwood,"""Smoke Break"" by Carrie Underwood:
    [Verse 1]
    She's a small-town, hard-workin' woman
    Just tryna make a livin'
    Workin' three jobs, feedin..."
375,Sangria,Blake Shelton,"""Sangria"" by Blake Shelton:
    [Click here to read about the first time Blake drank sangria]
    
    [Verse 1]
    You're crashin' into me lik..."
376,We Went,Randy Houser,"""We Went"" by Randy Houser:
    Black Pontiac with a pocket of cash
    Foot on the gas ready and throwing up a little dust
    Like a picku..."
377,You Know You Like It,DJ Snake & AlunaGeorge,"""You Know You Like It"" by DJ Snake & AlunaGeorge:
    [Produced by DJ Snake and George Reid]
    
    Drive you insane
    
    [Verse 1: AlunaGeorge]
    Some people want me..."
378,Bad Blood,Taylor Swift Featuring Kendrick Lamar,"""Taylor Swift - Bad Blood ft. Kendrick Lamar | Ten Second Songs 20 Style Cover"" by Ten Second Songs:
    [Taylor Swift Style]
    ‘Cause, baby, now we've got bad blood
    You know it used to be mad love
    So take a..."
379,Be Real,Kid Ink Featuring DeJ Loaf,"""Be Real"" by Kid Ink:
    [Intro: DeJ Loaf]
    (Mustard on the beat, ho)
    You ain't got no will, you ain't got no bottle
    Let's jus..."
380,Bitch Better Have My Money,Rihanna,"""Bitch Better Have My Money"" by Rihanna:
    [Intro]
    Yayo, yayo
    Mula-la
    Yayo
    
    [Verse 1]
    Bitch better have my money
    Y'all should know me well enou..."
381,Ginza,J Balvin,"""Ginza"" by J Balvin:
    [Letra de ''Ginza'']
    
    [Intro]
    Infinity
    
    [Coro]
    Si necesita' reggaetón, dale
    Sigue bailando, mami, no..."
382,Fight Song,Rachel Platten,"""Fight Song"" by Rachel Platten:
    [Verse 1]
    Like a small boat on the ocean
    Sending big waves into motion
    Like how a single word
    Can ma..."
383,Cool For The Summer,Demi Lovato,"""Cool for the Summer"" by Demi Lovato:
    [Verse 1]
    Tell me what you want
    What you like
    It's okay
    I'm a little curious too
    Tell me if it's wro..."
384,Girl Crush,Little Big Town,"""Girl Crush"" by Little Big Town:
    [Verse 1]
    I gotta girl crush, hate to admit it but
    I gotta heart rush, ain’t slowin’ down
    I got it r..."
385,Nobody To Blame,Chris Stapleton,"""Nobody to Blame"" by Chris Stapleton:
    [Verse 1]
    She took down the photograph
    Of our wedding day
    Ripped it down the middle
    And threw my hal..."
386,Nasty Freestyle,T-Wayne,"""Nasty Freestyle"" by Rickey:
    [Produced by 30 Roc]
    
    [Intro]
    Yah, say Roro, you know what it is, right?
    Who Is Rickey Wayne?: The M..."
387,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack","""Hey Mama (Afrojack Remix) [Listenin’ Continuous Mix]"" by David Guetta:
    [Pre-Drop: Bebe Rexha]
    I like the dirty rhythm you play
    
    [Drop: Afrojack &  Bebe Rexha]
    I like the d..."
388,You Should Be Here,Cole Swindell,"""You Should Be Here"" by Cole Swindell:
    [Verse 1]
    It's perfect outside, it's like God let me dial up the weather
    Got the whole crew here, I ..."
389,Kick The Dust Up,Luke Bryan,"""Kick the Dust Up"" by Luke Bryan:
    [Intro]
    Kick the dust up, c'mon
    
    [Verse 1]
    All week long it’s a farmin’ town
    They’re makin’ that mon..."
390,Talking Body,Tove Lo,"""Talking Body"" by Tove Lo:
    [Verse 1]
    Hey, hey
    Bed, stay in bed
    The feeling of your skin locked in my head
    Smoke, smoke me broke..."
391,"Honey, I'm Good.",Andy Grammer,"""Honey, I’m Good."" by Andy Grammer:
    [Intro]
    Nah, nah, honey, I'm good
    I could have another but I probably should not
    I got somebody at h..."
392,House Party,Sam Hunt,"""House Party"" by Sam Hunt:
    [Verse 1]
    You're on the couch, blowing up my phone
    You don't want to come out, but you don't want to..."
393,Classic Man,Jidenna Featuring Roman GianArthur,"""Classic Man"" by Jidenna:
    [Verse 1]
    My name calling all night
    I can pull the wool while I'm being polite
    Like, darling calling..."
394,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,"""Blasé"" by Ty Dolla $ign:
    [Intro: Future]
    You know what's going on, yeah
    Over there and over there, okay
    Cut it up!
    
    [Chorus: ..."
395,Good For You,Selena Gomez Featuring A$AP Rocky,"""Good for You"" by Selena Gomez:
    [Produced by Hit-Boy, Nick Monson, & Rock Mafia]
    [Written by Julia Michaels, Justin Tranter, Selena ..."
396,Fun,Pitbull Featuring Chris Brown,"""Fun"" by Pitbull:
    [Intro: Pitbull]
    Chris Brown, set it off (woo!)
    
    [Verse 1: Chris Brown]
    Oh, feeling crazy
    The moon i..."
397,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,"""All Eyes on You"" by Meek Mill:
    [Chorus: Chris Brown with Nicki Minaj]
    Yeah, yeah, baby, is you drunk? Is you had enough?
    Are you he..."
398,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,"""Marvin Gaye"" by Charlie Puth:
    [Intro: Charlie Puth]
    Let's Marvin Gaye and get it on
    You got the healing that I want
    Just like they..."
399,Sippin' On Fire,Florida Georgia Line,"""Sippin’ On Fire"" by Florida Georgia Line:
    [Verse 1]
    Girl, you melt me like ice in whiskey
    With those blue flame looks that you give me
    You can..."
400,Good Thing,Sage The Gemini Featuring Nick Jonas,"""Good Thing"" by Sage The Gemini:
    [Intro: Sage the Gemini & (Nick Jonas)]
    (Ooh)
    Yeah
    Uh, and they already know me, S-A-G-E (Ooh)
    Look
    ..."
401,Tonight Looks Good On You,Jason Aldean,"""Tonight Looks Good on You"" by Jason Aldean:
    [Verse 1]
    You ain’t got a dress that I don’t like
    You ain’t got a pair of jeans that don’t fit you j..."
402,I Really Like You,Carly Rae Jepsen,"""I Really Like You"" by Carly Rae Jepsen:
    [Verse 1]
    I really wanna stop, but I just got the taste for it
    I feel like I could fly with the boy ..."
403,This Could Be Us,Rae Sremmurd,"""This Could Be Us"" by Rae Sremmurd:
    [Intro: Swae Lee, Jace & Slim Jxmmi]
    De-ne-ne-ne-ne-ne-ne-ne
    Ne-ne-ne-ne-ne-ne-ne-ne (Hey)
    [?]
    Ne-ne..."
404,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,"""One Man Can Change the World"" by Big Sean:
    [Produced by Amaire Johnson]
    
    [Intro: Big Sean]
    They used to tell me, used to tell me
    
    [Hook: Big Se..."
405,Wet Dreamz,J. Cole,"""Wet Dreamz"" by J. Cole:
    [Produced by J. Cole]
    
    [Intro]
    Cole, Cole world, yeah
    Let me take y'all back, man
    As I do so well
    Wa..."
406,Loving You Easy,Zac Brown Band,"""Loving You Easy"" by Zac Brown Band:
    [Verse 1]
    Every morning when you come downstairs
    Hair's a mess but I don't care
    No makeup on and shi..."
407,Little Toy Guns,Carrie Underwood,"""Little Toy Guns"" by Carrie Underwood:
    [Verse 1]
    In between the coats in the closet
    She held on to that heart shaped locket
    Staring at a fa..."
408,Crash And Burn,Thomas Rhett,"""Crash and Burn"" by Thomas Rhett:
    [Verse: 1]
    So I guess it's over baby
    Déjà vu again
    Who'd have thought that time don't stop
    And someh..."
409,Real Life,Jake Owen,"""Real Life"" by Jake Owen:
    [Verse 1]
    Well I grew up in a real town
    Where the prom queen had a plastic crown
    And we really did j..."
410,Burning House,Cam,"""Burning House"" by Cam:
    [Intro]
    
    [Verse 1]
    I had a dream about a burning house
    You were stuck inside, I couldn't get you out..."
411,Psycho,Post Malone Featuring Ty Dolla $ign,"""Psycho (Post Malone ft. Ty dolla $ign) Cover"" by ComeHere:
    [Chorus]
    Damn, my AP goin' psycho, lil' mama bad like Michael
    Can't really trust nobody with all thi..."
412,Commas,Future,"""Fuck Up Some Commas"" by Future:
    [Prod. by DJ Spinz & Southside]
    
    [Intro]
    Fake nigga lie to a real nigga
    Now that's just some shit th..."
413,Baby Be My Love Song,Easton Corbin,"""Baby Be My Love Song"" by Easton Corbin:
    [Verse 1]
    So here we are, here all alone
    The band quit playing, everyone went home
    But the stars are..."
414,Renegades,X Ambassadors,"""Renegades"" by X Ambassadors:
    [Verse 1]
    Run away-ay with me
    Lost souls in revelry
    Running wild and running free
    Two kids, you and ..."
415,One Hell Of An Amen,Brantley Gilbert,"""One Hell Of An Amen"" by Brantley Gilbert:
    [Verse 1]
    Preacher said he died too young
    Over there toting that gun
    For Uncle Sam and our freedom
    M..."
416,My Way,Fetty Wap Featuring Monty,"""My Way"" by Fetty Wap:
    [Intro: Fetty Wap]
    Ayy, yeah, baby
    Squaaa, ayy, ayy
    
    [Hook: Fetty Wap]
    Baby, won't you come my way?
    ..."
417,Tear In My Heart,twenty one pilots,"""Tear in My Heart"" by ​twenty one pilots:
    [Intro]
    An-nyŏng-ha-se-yo
    
    [Verse 1]
    Sometimes you gotta bleed to know
    That you're alive an' have a ..."
418,Nice For What,Drake,"""Nice For What"" by Drake:
    [Intro: Big Freedia]
    I wanna know who mothafuckin' representin' in here tonight
    Hold on, hold on
    
    [P..."
419,Young & Crazy,Frankie Ballard,"""Young & Crazy"" by Frankie Ballard:
    One day, I'll slow and lay down
    Spend my weekends in a swing out on the wraparound
    Oh but these days..."
420,Love Me Like You Mean It,Kelsea Ballerini,"""Love Me Like You Mean It"" by Kelsea Ballerini:
    [Verse 1]
    Oh hey, boy with your hat back...
    Mmm, I kinda like that
    If you wanna walk my way
    Imma sho..."
421,Kings Never Die,Eminem Featuring Gwen Stefani,"""Kings Never Die"" by Eminem:
    [Produced by The New Royales]
    
    [Chorus: Gwen Stefani]
    Here to stay
    Even when I'm gone
    When I close m..."
422,Planez,Jeremih Featuring J. Cole,"""Planez"" by Jeremih:
    [Intro]
    This one goes out to all sides worldwide
    Let that playa-ass nigga Thumpy be your guide
    As we..."
423,Love You Like That,Canaan Smith,"""Love You Like That"" by Canaan Smith:
    [Verse 1]
    Hey girl, I’m just a small town run around
    I get my kicks out on the outskirts of town
    I c..."
424,Ghost Town,Adam Lambert,"""Ghost Town"" by Adam Lambert:
    [Verse 1]
    Died last night in my dreams
    Walking the streets
    Of some old ghost town
    I tried to believe..."
425,Crushin' It,Brad Paisley,"""Crushin’ It"" by Brad Paisley:
    I sure could use an attaboy or a big old high five
    I'd love to hear ""you're killing it, dude"", yeah ..."
426,Lord Knows,Meek Mill,"""Lord Knows"" by Meek Mill:
    [Hook: Tory Lanez]
    All I wanted was a new Mercedes
    Bending off the corner whipping out the lot, I go..."
427,Alright,Kendrick Lamar,"""Alright"" by Kendrick Lamar:
    [Produced by Pharrell Williams & Sounwave]
    [Directed by Colin Tilley]
    
    [Intro: Kendrick Lamar]
    Alls ..."
428,Do It Again,Pia Mia Featuring Chris Brown & Tyga,"""Do It Again"" by Pia Mia:
    [Verse 1: Tyga]
    Yeah, ah, bye baby, they ain't fly, baby
    Looking at the whip frame, that's a nice 'C..."
429,I Like It,"Cardi B, Bad Bunny & J Balvin","""I Like It"" by Cardi B, Bad Bunny & J Balvin:
    [Intro]
    Yeah, baby, I like it like that
    You gotta believe me when I tell you
    I said I like it like t..."
430,Kiss You In The Morning,Michael Ray,"""Kiss You In The Morning"" by Michael Ray:
    [Verse 1]
    Them jeans are faded
    In all the right places
    You got me hanging on tight to your curves li..."
431,Like A Wrecking Ball,Eric Church,"""Like A Wrecking Ball"" by Eric Church:
    I, I been gone
    Been gone too long, singing my songs on the road
    Another town, one more show and I'm ..."
432,Bright,Echosmith,"""Bright"" by Echosmith:
    [Verse 1]
    I think the universe is on my side
    Heaven and earth have finally aligned
    Days are good and..."
433,Break Up With Him,Old Dominion,"""Break Up With Him"" by Old Dominion:
    [Produced by Shane McAnally]
    [Music Video by Steve Condon]
    
    [Verse 1]
    Hey girl, wassup
    I know it's l..."
434,Don't It,Billy Currington,"""Don’t It"" by Billy Currington:
    [Verse 1]
    Baby, don’t say no so quick
    This ain’t about me tryin’ to see how far that I can get
    But I..."
